,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,간략분류
1532,C,06,0605,C060503,기타조리식품,기타온장조리,가공식품
1533,C,06,0605,C060504,기타조리식품,기타냉장조리,가공식품
1534,C,06,0605,C060505,기타조리식품,요리떡,가공식품
1535,C,06,0605,C060506,기타조리식품,일반떡,가공식품
1536,C,07,0701,C070101,우유,일반우유,음료
1537,C,07,0701,C070102,우유,기능성우유,음료
1538,C,07,0701,C070103,우유,가공우유,음료
1539,C,07,0701,C070104,우유,크림/연유,음료
1540,C,07,0702,C070201,발효유,일반요구르트,음료
1541,C,07,0702,C070202,발효유,마시는요구르트,음료
1542,C,07,0702,C070203,발효유,떠먹는요구르트,음료
1543,C,07,0703,C070301,치즈버터,버터/마가린,가공식품
1544,C,07,0703,C070302,치즈버터,치즈,가공식품
1545,C,07,0704,C070401,냉장음료,냉장커피차음료,음료
1546,C,07,0704,C070402,냉장음료,냉장과일야채음료,음료
1547,C,07,0704,C070403,냉장음료,냉장곡물견과음료,음료
1548,C,08,0801,C080101,냉장농산,김치류,가공식품
1549,C,08,0801,C080102,냉장농산,단무지,가공식품
1550,C,08,0801,C080103,냉장농산,냉장드레싱,가공식품
1551,C,08,0802,C080201,냉장수산,어묵,가공식품
1552,C,08,0802,C080202,냉장수산,맛살,가공식품
1553,C,08,0802,C080203,냉장수산,곤약,가공식품
1554,C,08,0802,C080204,냉장수산,유부,가공식품
1555,C,08,0802,C080205,냉장수산,김밥재료세트,가공식품
1556,C,08,0803,C080301,냉장축산,햄,가공식품
1557,C,08,0803,C080302,냉장축산,햄선물세트,육류
1558,C,08,0803,C080303,냉장축산,베이컨,가공식품
1559,C,08,0803,C080304,냉장축산,소시지,가공식품
1560,C,09,0901,C090101,아이스크림,바아이스크림,가공식품
1561,C,09,0901,C090102,아이스크림,튜브아이스크림,가공식품
1562,C,09,0901,C090103,아이스크림,콘아이스크림,가공식품
1563,C,09,0901,C090104,아이스크림,모나카,가공식품
1564,C,09,0901,C090105,아이스크림,컵아이스크림,가공식품
1565,C,09,0901,C090106,아이스크림,홈아이스크림,가공식품
1566,C,09,0901,C090107,아이스크림,아이스크림케이크,가공식품
1567,C,09,0901,C090108,아이스크림,얼음,가공식품
1568,C,09,0902,C090201,만두,냉동만두,가공식품
1569,C,10,1001,C100101,냉장간식MS,푸딩/젤리,가공식품
1570,C,10,1001,C100102,냉장간식MS,빵/케이크,가공식품
1571,C,10,1001,C100103,냉장간식MS,냉장핫도그/핫바류,가공식품
1572,C,10,1001,C100104,냉장간식MS,냉장치킨족발류,가공식품
1573,C,10,1001,C100105,냉장간식MS,냉장국탕류,가공식품
1574,C,10,1001,C100106,냉장간식MS,냉장안주,가공식품
1575,C,10,1001,C100107,냉장간식MS,기타냉장간편식,가공식품
1576,C,10,1002,C100201,냉장식사MS,냉장밥/죽,가공식품
1577,C,10,1002,C100202,냉장식사MS,냉장면,가공식품
1578,C,10,1002,C100203,냉장식사MS,냉장떡,가공식품
1579,C,10,1002,C100204,냉장식사MS,냉장간편떡볶이,가공식품
1580,C,10,1003,C100301,냉장기타MS,절임반찬,가공식품
1581,C,10,1003,C100302,냉장기타MS,조림반찬,가공식품
1582,C,10,1003,C100303,냉장기타MS,볶음반찬,가공식품
1583,C,10,1003,C100304,냉장기타MS,무침반찬,가공식품
1584,C,10,1003,C100305,냉장기타MS,젓갈,가공식품
1585,C,10,1003,C100306,냉장기타MS,냉장장류,가공식품
1586,C,10,1004,C100401,냉동MS,해물찌개/탕,가공식품
1587,C,10,1004,C100402,냉동MS,냉동밥,가공식품
1588,C,10,1004,C100403,냉동MS,냉동면,가공식품
1589,C,10,1004,C100404,냉동MS,냉동피자,가공식품
1590,C,10,1004,C100405,냉동MS,냉동핫도그,가공식품
1591,C,10,1004,C100406,냉동MS,냉동튀김,가공식품
1592,C,10,1004,C100407,냉동MS,냉동부침,가공식품
1593,C,10,1004,C100408,냉동MS,냉동국탕류,가공식품
1594,C,10,1004,C100409,냉동MS,냉동디저트,가공식품
1595,C,10,1004,C100410,냉동MS,냉동떡볶이,가공식품
1596,C,11,1101,C110101,생수,생수,음료
1597,C,11,1102,C110201,탄산음료,탄산수,음료
1598,C,11,1102,C110202,탄산음료,사이다,음료
1599,C,11,1102,C110203,탄산음료,콜라,음료
1600,C,11,1102,C110204,탄산음료,혼합탄산,음료
1601,C,11,1102,C110205,탄산음료,무알콜맥주,음료
1602,C,11,1103,C110301,과채음료,과일음료,음료
1603,C,11,1103,C110302,과채음료,채소음료,음료
1604,C,11,1103,C110303,과채음료,과채혼합음료,음료
1605,C,11,1103,C110304,과채음료,어린이음료,음료
1606,C,11,1103,C110305,과채음료,과채음료세트,음료
1607,C,11,1104,C110401,커피음료,커피음료,음료
1608,C,11,1104,C110402,커피음료,파우치/즉석음료,음료
1609,C,11,1105,C110501,차음료,일반차음료,음료
1610,C,11,1105,C110502,차음료,전통차음료,음료
1611,C,11,1106,C110601,기능성음료,스포츠음료,음료
1612,C,11,1106,C110602,기능성음료,비타민/에너지음료,음료
1613,C,11,1106,C110603,기능성음료,식이섬유음료,음료
1614,C,11,1106,C110604,기능성음료,한방음료,음료
1615,C,11,1106,C110605,기능성음료,숙취해소음료,음료
1616,C,11,1106,C110606,기능성음료,기타기능성음료,음료
1617,C,11,1106,C110607,기능성음료,기능성음료세트,음료
1618,C,11,1107,C110701,두유,일반두유,음료
1619,C,11,1107,C110702,두유,유아두유,음료
1620,C,11,1107,C110703,두유,기타음료세트,음료
1621,C,12,1201,C120101,소주,일반소주,주류
1622,C,12,1201,C120102,소주,칵테일소주,주류
1623,C,12,1201,C120103,소주,담금소주,주류
1624,C,12,1202,C120201,맥주,국산맥주,주류
1625,C,12,1202,C120202,맥주,수입맥주,주류
1626,C,12,1203,C120301,와인,레드와인,주류
1627,C,12,1203,C120302,와인,화이트와인,주류
1628,C,12,1203,C120303,와인,스파클링와인,주류
1629,C,12,1203,C120304,와인,와인세트,주류
1630,C,12,1204,C120401,양주,위스키,주류
1631,C,12,1204,C120402,양주,브랜디/꼬냑,주류
1632,C,12,1204,C120403,양주,리큐르,주류
1633,C,12,1204,C120404,양주,기타양주,주류
1634,C,12,1205,C120501,전통주,막걸리,주류
1635,C,12,1205,C120502,전통주,청주,주류
1636,C,12,1205,C120503,전통주,과실주/담금주,주류
1637,C,12,1205,C120504,전통주,중국술,주류
1638,C,12,1205,C120505,전통주,일본술,주류
1639,C,12,1205,C120506,전통주,기타전통주,주류
1640,C,12,1205,C120507,전통주,전통주세트,주류
1641,C,12,1206,C120601,기타음주류,공병/공박스,주류
1642,C,13,1301,C130101,병통조림,채소병통조림,가공식품
1643,C,13,1301,C130102,병통조림,과일병통조림,가공식품
1644,C,13,1301,C130103,병통조림,참치통조림,가공식품
1645,C,13,1301,C130104,병통조림,골뱅이통조림,가공식품
1646,C,13,1301,C130105,병통조림,꽁치고등어통조림,가공식품
1647,C,13,1301,C130106,병통조림,연어통조림,가공식품
1648,C,13,1301,C130107,병통조림,기타수산통조림,가공식품
1649,C,13,1301,C130108,병통조림,햄통조림,가공식품
1650,C,13,1301,C130109,병통조림,닭고기통조림,가공식품
1651,C,13,1301,C130110,병통조림,기타축산통조림,가공식품
1652,C,13,1301,C130111,병통조림,햄통조림세트,가공식품
1653,C,13,1301,C130112,병통조림,참치통조림세트,가공식품
1654,C,13,1301,C130113,병통조림,통조림혼합세트,가공식품
1655,C,13,1301,C130114,병통조림,연어통조림세트,가공식품
1656,C,13,1301,C130115,병통조림,과일잼,가공식품
1657,C,13,1301,C130116,병통조림,스프레드,가공식품
1658,C,13,1302,C130201,커피류,티백/드립원두커피,음료
1659,C,13,1302,C130202,커피류,캡슐원두커피,음료
1660,C,13,1302,C130203,커피류,분쇄/홀빈원두커피,음료
1661,C,13,1302,C130204,커피류,스틱원두커피,음료
1662,C,13,1302,C130205,커피류,용기/리필커피,음료
1663,C,13,1302,C130206,커피류,믹스커피,음료
1664,C,13,1302,C130207,커피류,아이스믹스커피,음료
1665,C,13,1302,C130208,커피류,컵커피차류,음료
1666,C,13,1302,C130209,커피류,커피크리머,음료
1667,C,13,1302,C130210,커피류,커피세트,음료
1668,C,13,1303,C130301,담배,수입담배,주류
1669,C,13,1303,C130302,담배,국산담배,주류
1670,C,13,1304,C130401,분유,분유,가공식품
1671,C,13,1304,C130402,분유,이유식,가공식품
1672,C,13,1304,C130403,분유,유아과자,가공식품
1673,C,13,1304,C130404,분유,유아음료,가공식품
1674,C,13,1305,C130501,차류,식수용차,음료
1675,C,13,1305,C130502,차류,녹차/홍차,음료
1676,C,13,1305,C130503,차류,과실차,음료
1677,C,13,1305,C130504,차류,곡물/견과차,음료
1678,C,13,1305,C130505,차류,허브/꽃차,음료
1679,C,13,1305,C130506,차류,전통/한방차,음료
1680,C,13,1305,C130507,차류,코코아,음료
1681,C,13,1305,C130508,차류,아이스티,음료
1682,C,13,1305,C130509,차류,차세트,음료
1683,C,13,1306,C130601,건강식품,일반비타민,가공식품
1684,C,13,1306,C130602,건강식품,유산균/프로바이오틱스,가공식품
1685,C,13,1306,C130603,건강식품,건강보조식품세트,가공식품
1686,C,13,1306,C130604,건강식품,홍삼세트,가공식품
1687,C,13,1306,C130605,건강식품,홍삼/인삼혼합세트,가공식품
1688,C,13,1306,C130606,건강식품,토종꿀,가공식품
1689,C,13,1306,C130607,건강식품,양봉꿀,가공식품
1690,C,13,1306,C130608,건강식품,꿀세트,가공식품
1691,C,13,1307,C130701,즉석식품,즉석카레짜장,가공식품
1692,C,13,1307,C130702,즉석식품,즉석덮밥류,가공식품
1693,C,13,1307,C130703,즉석식품,즉석밥,가공식품
1694,C,13,1307,C130704,즉석식품,즉석컵밥,가공식품
1695,C,13,1307,C130705,즉석식품,즉석죽,가공식품
1696,C,13,1307,C130706,즉석식품,즉석스프,가공식품
1697,C,13,1307,C130707,즉석식품,즉석누룽지,가공식품
1698,C,13,1307,C130708,즉석식품,즉석면류,가공식품
1699,C,13,1307,C130709,즉석식품,즉석국/찌개,가공식품
1700,C,13,1307,C130710,즉석식품,기타레토르트,가공식품
1701,C,13,1307,C130711,즉석식품,분말카레짜장,가공식품
1702,C,13,1307,C130712,즉석식품,분말스프,가공식품
1703,C,13,1308,C130801,가공건식품,맛밤류,가공식품
1704,C,13,1308,C130802,가공건식품,안주용육포류,가공식품
1705,C,13,1308,C130803,가공건식품,기타간식/안주형과자,가공식품
1706,C,14,1401,C140101,장류,간장,가공식품
1707,C,14,1401,C140102,장류,된장,가공식품
1708,C,14,1401,C140103,장류,고추장,가공식품
1709,C,14,1401,C140104,장류,쌈장,가공식품
1710,C,14,1401,C140105,장류,기타장류,가공식품
1711,C,14,1402,C140201,식용유,콩기름,가공식품
1712,C,14,1402,C140202,식용유,옥수수기름,가공식품
1713,C,14,1402,C140203,식용유,참기름/들기름,가공식품
1714,C,14,1402,C140204,식용유,올리브유,가공식품
1715,C,14,1402,C140205,식용유,포도씨유,가공식품
1716,C,14,1402,C140206,식용유,카놀라유,가공식품
1717,C,14,1402,C140207,식용유,해바라기씨유,가공식품
1718,C,14,1402,C140208,식용유,기타식용유,가공식품
1719,C,14,1402,C140209,식용유,식용유세트,가공식품
1720,C,14,1403,C140301,조미료,소금,가공식품
1721,C,14,1403,C140302,조미료,식초,가공식품
1722,C,14,1403,C140303,조미료,음용식초,가공식품
1723,C,14,1403,C140304,조미료,액젓,가공식품
1724,C,14,1403,C140305,조미료,가공조미료,가공식품
1725,C,14,1403,C140306,조미료,자연조미료,가공식품
1726,C,14,1403,C140307,조미료,액상조미료,가공식품
1727,C,14,1403,C140308,조미료,고춧가루,가공식품
1728,C,14,1403,C140309,조미료,후추,가공식품
1729,C,14,1403,C140310,조미료,겨자/고추냉이,가공식품
1730,C,14,1403,C140311,조미료,깨,가공식품
1731,C,14,1403,C140312,조미료,허브류,가공식품
1732,C,14,1403,C140313,조미료,기타향신료,가공식품
1733,C,14,1403,C140314,조미료,기타조미료세트,가공식품
1734,C,14,1404,C140401,케첩마요네즈,케첩,가공식품
1735,C,14,1404,C140402,케첩마요네즈,마요네즈,가공식품
1736,C,14,1404,C140403,케첩마요네즈,상온드레싱,가공식품
1737,C,14,1404,C140404,케첩마요네즈,양념소스,가공식품
1738,C,14,1404,C140405,케첩마요네즈,국물용소스,가공식품
1739,C,14,1404,C140406,케첩마요네즈,파스타소스,가공식품
1740,C,14,1404,C140407,케첩마요네즈,고기양념장,가공식품
1741,C,14,1405,C140501,감미료,설탕,가공식품
1742,C,14,1405,C140502,감미료,물엿/시럽,가공식품
1743,C,14,1406,C140601,가공분말류,밀가루,가공식품
1744,C,14,1406,C140602,가공분말류,빵가루,가공식품
1745,C,14,1406,C140603,가공분말류,부침가루,가공식품
1746,C,14,1406,C140604,가공분말류,튀김가루,가공식품
1747,C,14,1406,C140605,가공분말류,곡물가루,가공식품
1748,C,14,1406,C140606,가공분말류,기타분말류,가공식품
1749,C,14,1406,C140607,가공분말류,도넛가루/핫케이크가루,가공식품
1750,C,14,1406,C140608,가공분말류,호떡믹스,가공식품
1751,C,14,1406,C140609,가공분말류,빵믹스,가공식품
1752,C,14,1406,C140610,가공분말류,아이스크림믹스,가공식품
1753,C,14,1406,C140611,가공분말류,기타프리믹스,가공식품
1754,C,15,1501,C150101,라면,국물봉지라면,가공식품
1755,C,15,1501,C150102,라면,비빔봉지라면,가공식품
1756,C,15,1501,C150103,라면,국물용기라면,가공식품
1757,C,15,1502,C150201,건면,국수,가공식품
1758,C,15,1502,C150202,건면,당면,가공식품
1759,C,15,1502,C150203,건면,파스타류,가공식품
1760,C,15,1502,C150204,건면,냉면,가공식품
1761,C,15,1502,C150205,건면,쌈/또띠아,가공식품
1762,C,15,1502,C150206,건면,기타건면,가공식품
1763,C,15,1503,C150301,쿠키케이크,크래커,가공식품
1764,C,15,1503,C150302,쿠키케이크,쿠키,가공식품
1765,C,15,1503,C150303,쿠키케이크,샌드,가공식품
1766,C,15,1503,C150304,쿠키케이크,스틱과자,가공식품
1767,C,15,1503,C150305,쿠키케이크,쿠키케이크,가공식품
1768,C,15,1503,C150306,쿠키케이크,파이,가공식품
1769,C,15,1503,C150307,쿠키케이크,과자세트,가공식품
1770,C,15,1504,C150401,스낵,감자스낵,가공식품
1771,C,15,1504,C150402,스낵,고구마스낵,가공식품
1772,C,15,1504,C150403,스낵,옥수수스낵,가공식품
1773,C,15,1504,C150404,스낵,쌀스낵,가공식품
1774,C,15,1504,C150405,스낵,일반스낵,가공식품
1775,C,15,1504,C150406,스낵,영양바,가공식품
1776,C,15,1504,C150407,스낵,팝콘,가공식품
1777,C,15,1505,C150501,캔디껌류,일반껌,가공식품
1778,C,15,1505,C150502,캔디껌류,기능성껌,가공식품
1779,C,15,1505,C150503,캔디껌류,풍선껌,가공식품
1780,C,15,1505,C150504,캔디껌류,하드캔디,가공식품
1781,C,15,1505,C150505,캔디껌류,소프트캔디,가공식품
1782,C,15,1505,C150506,캔디껌류,젤리,가공식품
1783,C,15,1505,C150507,캔디껌류,양갱,가공식품
1784,C,15,1505,C150508,캔디껌류,캐러멜,가공식품
1785,C,15,1505,C150509,캔디껌류,토이캔디,가공식품
1786,C,15,1505,C150510,캔디껌류,기능성캔디,가공식품
1787,C,15,1505,C150511,캔디껌류,사탕/캔디세트,가공식품
1788,C,15,1506,C150601,초콜렛,판초콜릿,가공식품
1789,C,15,1506,C150602,초콜렛,쉘초콜릿,가공식품
1790,C,15,1506,C150603,초콜렛,바초콜릿,가공식품
1791,C,15,1506,C150604,초콜렛,초콜릿세트,가공식품
1792,C,15,1507,C150701,전통과자,기타전통과자,가공식품
1793,C,15,1508,C150801,씨리얼,일반시리얼,가공식품
1794,C,15,1508,C150802,씨리얼,기능성시리얼,가공식품
1795,C,03,0303,C030309,근채류,마늘,농산물
1796,C,03,0303,C030310,근채류,양파,농산물
1797,C,03,0303,C030311,근채류,인삼류,농산물
1798,C,03,0303,C030312,근채류,기타한방약재,농산물
1799,C,03,0303,C030313,근채류,더덕선물세트,농산물
1800,C,03,0303,C030314,근채류,수삼선물세트,농산물
1801,C,03,0303,C030315,근채류,혼합채소선물세트,농산물
1802,C,03,0303,C030316,근채류,한방약재류,농산물
1803,C,03,0304,C030401,두채류,두부류,농산물
1804,C,03,0304,C030402,두채류,연두부류,농산물
1805,C,03,0304,C030403,두채류,묵류,농산물
1806,C,03,0304,C030404,두채류,콩나물,농산물
1807,C,03,0304,C030405,두채류,숙주나물,농산물
1808,C,03,0305,C030501,김치채소류,무,농산물
1809,C,03,0305,C030502,김치채소류,열무,농산물
1810,C,03,0305,C030503,김치채소류,알타리무,농산물
1811,C,03,0305,C030504,김치채소류,갓,농산물
1812,C,03,0305,C030505,김치채소류,배추,농산물
1813,C,03,0305,C030506,김치채소류,봄동,농산물
1814,C,03,0305,C030507,김치채소류,얼갈이,농산물
1815,C,03,0305,C030508,김치채소류,절임배추,농산물
1816,C,03,0306,C030601,버섯류,느타리버섯류,농산물
1817,C,03,0306,C030602,버섯류,새송이버섯류,농산물
1818,C,03,0306,C030603,버섯류,양송이버섯류,농산물
1819,C,03,0306,C030604,버섯류,송이버섯류,농산물
1820,C,03,0306,C030605,버섯류,팽이버섯류,농산물
1821,C,03,0306,C030606,버섯류,표고버섯류,농산물
1822,C,03,0306,C030607,버섯류,건버섯류,농산물
1823,C,03,0306,C030608,버섯류,모둠버섯,농산물
1824,C,03,0306,C030609,버섯류,기타버섯류,농산물
1825,C,03,0306,C030610,버섯류,버섯선물세트,농산물
1826,C,03,0306,C030611,버섯류,약용버섯류,농산물
1827,C,03,0307,C030701,양채류,양배추,농산물
1828,C,03,0307,C030702,양채류,미니양배추,농산물
1829,C,03,0307,C030703,양채류,양상추,농산물
1830,C,03,0307,C030704,양채류,브로콜리,농산물
1831,C,03,0307,C030705,양채류,컬리플라워,농산물
1832,C,03,0307,C030706,양채류,샐러드류,농산물
1833,C,03,0307,C030707,양채류,기타양채류,농산물
1834,C,03,0307,C030708,양채류,원예식물,농산물
1835,C,03,0308,C030801,나물류,생나물류,농산물
1836,C,03,0308,C030802,나물류,삶은나물류,농산물
1837,C,03,0308,C030803,나물류,건나물류,농산물
1838,C,03,0308,C030804,나물류,다시마,농산물
1839,C,03,0308,C030805,나물류,매생이,농산물
1840,C,03,0308,C030806,나물류,미역,농산물
1841,C,03,0308,C030807,나물류,톳,농산물
1842,C,03,0308,C030808,나물류,파래,농산물
1843,C,03,0308,C030809,나물류,기타해초류,농산물
1844,C,03,0309,C030901,계란류,일반계란,육류
1845,C,03,0309,C030902,계란류,가공계란,육류
1846,C,03,0309,C030903,계란류,일반메추리알,육류
1847,C,03,0309,C030904,계란류,가공메추리알,육류
1848,C,04,0401,C040101,선어류,가자미,수산물
1849,C,04,0401,C040102,선어류,갈치,수산물
1850,C,04,0401,C040103,선어류,고등어,수산물
1851,C,04,0401,C040104,선어류,꽁치,수산물
1852,C,04,0401,C040105,선어류,대구,수산물
1853,C,04,0401,C040106,선어류,도미,수산물
1854,C,04,0401,C040107,선어류,명태,수산물
1855,C,04,0401,C040108,선어류,민어,수산물
1856,C,04,0401,C040109,선어류,조기류,수산물
1857,C,04,0401,C040110,선어류,삼치,수산물
1858,C,04,0401,C040111,선어류,아귀,수산물
1859,C,04,0401,C040112,선어류,연어,수산물
1860,C,04,0401,C040113,선어류,우럭,수산물
1861,C,04,0401,C040114,선어류,은어,수산물
1862,C,04,0401,C040115,선어류,임연수,수산물
1863,C,04,0401,C040116,선어류,전어,수산물
1864,C,04,0401,C040117,선어류,장어,수산물
1865,C,04,0401,C040118,선어류,홍어,수산물
1866,C,04,0401,C040119,선어류,생선알,수산물
1867,C,04,0401,C040120,선어류,오징어,수산물
1868,C,04,0401,C040121,선어류,갑오징어,수산물
1869,C,04,0401,C040122,선어류,한치,수산물
1870,C,04,0401,C040123,선어류,광어회,수산물
1871,C,04,0401,C040124,선어류,우럭회,수산물
1872,C,04,0401,C040125,선어류,참치회,수산물
1873,C,04,0401,C040126,선어류,홍어회,수산물
1874,C,04,0401,C040127,선어류,모듬회,수산물
1875,C,04,0402,C040201,선어가공,굴비류,수산물
1876,C,04,0402,C040202,선어가공,과메기,수산물
1877,C,04,0402,C040203,선어가공,코다리,수산물
1878,C,04,0402,C040204,선어가공,반건생선류,수산물
1879,C,04,0402,C040205,선어가공,굴비선물세트,수산물
1880,C,04,0402,C040206,선어가공,반건생선선물세트,수산물
1881,C,04,0402,C040207,선어가공,포장고등어,수산물
1882,C,04,0402,C040208,선어가공,포장연어,수산물
1883,C,04,0402,C040209,선어가공,포장날치알,수산물
1884,C,04,0402,C040210,선어가공,포장새우살,수산물
1885,C,04,0402,C040211,선어가공,포장해물류,수산물
1886,C,04,0402,C040212,선어가공,대구전감,수산물
1887,C,04,0402,C040213,선어가공,명태전감,수산물
1888,C,04,0402,C040214,선어가공,생선선물세트,수산물
1889,C,04,0402,C040215,선어가공,혼합수산선물세트,수산물
1890,C,04,0402,C040216,선어가공,즉석젓갈류,수산물
1891,C,04,0403,C040301,건어류,국물용건멸치,수산물
1892,C,04,0403,C040302,건어류,볶음조림용건멸치,수산물
1893,C,04,0403,C040303,건어류,건새우,수산물
1894,C,04,0403,C040304,건어류,건홍합,수산물
1895,C,04,0403,C040305,건어류,건오징어,수산물
1896,C,04,0403,C040306,건어류,어포류,수산물
1897,C,04,0403,C040307,건어류,황태/북어류,수산물
1898,C,04,0403,C040308,건어류,황태채,수산물
1899,C,04,0403,C040309,건어류,마른김,수산물
1900,C,04,0403,C040310,건어류,건다시마,수산물
1901,C,04,0403,C040311,건어류,건미역,수산물
1902,C,04,0404,C040401,건어가공,조미오징어,수산물
1903,C,04,0404,C040402,건어가공,훈제/구이오징어,수산물
1904,C,04,0404,C040403,건어가공,쥐치포,수산물
1905,C,04,0404,C040404,건어가공,원물천연조미료,수산물
1906,C,04,0404,C040405,건어가공,조미전장김,수산물
1907,C,04,0404,C040406,건어가공,조미도시락김,수산물
1908,C,04,0404,C040407,건어가공,김자반/부각/튀각,수산물
1909,C,04,0404,C040408,건어가공,멸치선물세트,수산물
1910,C,04,0404,C040409,건어가공,김선물세트,수산물
1911,C,04,0404,C040410,건어가공,기타건해산물선물세트,수산물
1912,C,04,0405,C040501,해물류,낙지,수산물
1913,C,04,0405,C040502,해물류,문어,수산물
1914,C,04,0405,C040503,해물류,주꾸미,수산물
1915,C,04,0405,C040504,해물류,해파리,수산물
1916,C,04,0405,C040505,해물류,미더덕류,수산물
1917,C,04,0405,C040506,해물류,멍게,수산물
1918,C,04,0405,C040507,해물류,해삼,수산물
1919,C,04,0405,C040508,해물류,꽃게,수산물
1920,C,04,0405,C040509,해물류,대게,수산물
1921,C,04,0405,C040510,해물류,홍게,수산물
1922,C,04,0405,C040511,해물류,랍스터,수산물
1923,C,04,0405,C040512,해물류,킹크랩,수산물
1924,C,04,0405,C040513,해물류,새우,수산물
1925,C,04,0405,C040514,해물류,개조개,수산물
1926,C,04,0405,C040515,해물류,골뱅이,수산물
1927,C,04,0405,C040516,해물류,굴,수산물
1928,C,04,0405,C040517,해물류,꼬막,수산물
1929,C,04,0405,C040518,해물류,대합,수산물
1930,C,04,0405,C040519,해물류,모시조개,수산물
1931,C,04,0405,C040520,해물류,바지락,수산물
1932,C,04,0405,C040521,해물류,생합,수산물
1933,C,04,0405,C040522,해물류,소라,수산물
1934,C,04,0405,C040523,해물류,재첩,수산물
1935,C,04,0405,C040524,해물류,전복,수산물
1936,C,04,0405,C040525,해물류,키조개,수산물
1937,C,04,0405,C040526,해물류,홍합,수산물
1938,C,04,0405,C040527,해물류,우렁이,수산물
1939,C,04,0406,C040601,기타수산,기타어류,수산물
1940,C,04,0406,C040602,기타수산,기타포장생선,수산물
1941,C,04,0406,C040603,기타수산,기타연체류,수산물
1942,C,04,0406,C040604,기타수산,기타회,수산물
1943,C,04,0406,C040605,기타수산,기타게,수산물
1944,C,04,0406,C040606,기타수산,기타조개류,수산물
1945,C,05,0501,C050101,국내산우육,한우안심,육류
1946,C,05,0501,C050102,국내산우육,한우등심,육류
1947,C,05,0501,C050103,국내산우육,한우채끝,육류
1948,C,05,0501,C050104,국내산우육,한우목심,육류
1949,C,05,0501,C050105,국내산우육,한우앞다리,육류
1950,C,05,0501,C050106,국내산우육,한우우둔,육류
1951,B,73,7302,B730201,냉동HMR,냉동디저트HMR,가공식품
1952,B,73,7302,B730202,냉동HMR,수입냉동식사,가공식품
1953,B,73,7302,B730203,냉동HMR,냉동식사HMR,가공식품
1954,B,73,7302,B730204,냉동HMR,냉동면,가공식품
1955,B,73,7302,B730205,냉동HMR,냉동밥,가공식품
1956,B,73,7303,B730301,냉장간편식HMR,디저트,가공식품
1957,B,73,7303,B730302,냉장간편식HMR,냉장간편식,가공식품
1958,B,73,7303,B730303,냉장간편식HMR,냉장장류,가공식품
1959,B,73,7303,B730304,냉장간편식HMR,온라인냉장반찬HMR,가공식품
1960,B,73,7304,B730401,냉장식사HMR,냉장떡,가공식품
1961,B,73,7304,B730402,냉장식사HMR,냉장면류,가공식품
1962,B,74,7401,B740101,라면,봉지라면,가공식품
1963,B,74,7401,B740102,라면,컵라면,가공식품
1964,B,74,7402,B740201,면류,국수,가공식품
1965,B,74,7402,B740202,면류,당면,가공식품
1966,B,74,7402,B740203,면류,수입면류,가공식품
1967,B,74,7402,B740204,면류,숙면,가공식품
1968,B,74,7403,B740301,간편요리,3분요리류,가공식품
1969,B,74,7403,B740302,간편요리,분말조리식,가공식품
1970,B,74,7404,B740401,밥죽류,즉석 죽/스프/누룽지,가공식품
1971,B,74,7404,B740402,밥죽류,즉석밥류,가공식품
1972,B,74,7404,B740403,밥죽류,컵밥류,가공식품
1973,B,74,7405,B740501,브랜드빵,식빵,가공식품
1974,B,74,7405,B740502,브랜드빵,일반빵,가공식품
1975,B,74,7405,B740503,브랜드빵,찐빵,가공식품
1976,B,74,7406,B740601,시리얼,어린이시리얼,가공식품
1977,B,74,7406,B740602,시리얼,온라인시리얼,가공식품
1978,B,74,7406,B740603,시리얼,일반시리얼,가공식품
1979,B,74,7406,B740604,시리얼,체중조절용시리얼,가공식품
1980,B,75,7501,B750101,비타민,단일비타민,가공식품
1981,B,75,7501,B750102,비타민,발포비타민,가공식품
1982,B,75,7501,B750103,비타민,종합비타민,가공식품
1983,B,75,7502,B750201,기능성건강,기타기능건강,가공식품
1984,B,75,7502,B750202,기능성건강,뼈건강,가공식품
1985,B,75,7502,B750203,기능성건강,온라인기능성건강,가공식품
1986,B,75,7502,B750204,기능성건강,프로바이틱스,가공식품
1987,B,75,7502,B750205,기능성건강,헬스건강,가공식품
1988,B,75,7502,B750206,기능성건강,혈행개선,가공식품
1989,B,75,7503,B750301,홍인삼,전통건강식품,가공식품
1990,B,75,7503,B750302,홍인삼,홍삼농축액,가공식품
1991,B,75,7503,B750303,홍인삼,홍삼즙,가공식품
1992,B,75,7503,B750304,홍인삼,홍삼첨가식품,가공식품
1993,B,75,7504,B750401,담배,국산담배,주류
1994,B,75,7504,B750402,담배,수입담배,주류
1995,B,75,7505,B750501,건강선물세트,건강기능성선물세트,가공식품
1996,B,75,7505,B750502,건강선물세트,홍삼선물세트,가공식품
1997,B,76,7601,B760101,수입연어,수입생물연어,수산물
1998,B,76,7601,B760102,수입연어,수입냉동연어,수산물
1999,B,76,7602,B760201,수입고등어,수입냉동고등어,수산물
2000,B,76,7602,B760202,수입고등어,수입고등어자반,수산물
2001,B,76,7603,B760301,수입갈치,수입냉동갈치,수산물
2002,B,76,7604,B760401,수입게,랍스터,수산물
2003,B,76,7604,B760402,수입게,킹크랩,수산물
2004,B,76,7604,B760403,수입게,대게,수산물
2005,B,76,7604,B760404,수입게,수입기타게,수산물
